rank	doc_id	score	passage_preview	start_line
1	9931	191.721983	﻿The Project Gutenberg eBook of K	1
2	28554	153.732229	﻿The Project Gutenberg eBook of Beyond Lies the Wub	1
3	31516	153.722441	﻿The Project Gutenberg eBook of The Eyes Have It	1
4	28644	153.677966	﻿The Project Gutenberg eBook of Beyond the Door	1
5	28698	153.608759	﻿The Project Gutenberg eBook of The Crystal Crypt	1
6	28767	153.594309	﻿The Project Gutenberg eBook of The Defenders	1
7	32522	153.577057	﻿The Project Gutenberg eBook of Mr. Spaceship	1
8	40964	153.566119	﻿The Project Gutenberg eBook of Tony and the Beetles	1
9	29132	153.565156	﻿The Project Gutenberg eBook of The Gun	1
10	41562	153.559411	﻿The Project Gutenberg eBook of The Hanging Stranger	1
11	70242	153.540987	﻿The Project Gutenberg eBook of Prize ship	1
12	30255	153.533797	﻿The Project Gutenberg eBook of The Skull	1
13	32032	153.500446	﻿The Project Gutenberg eBook of Second Variety	1
14	32154	153.481834	﻿The Project Gutenberg eBook of The Variable Man	1
15	32832	153.470253	﻿The Project Gutenberg eBook of Piper in the Woods	1
16	44995	137.309164	﻿The Project Gutenberg eBook of Dick & Fitzgerald Catalog (1866)	1
17	30431	135.635190	﻿The Project Gutenberg eBook of Calumet 'K'	1
18	18154	135.632052	"﻿The Project Gutenberg eBook of Calumet ""K"""	1
19	48440	125.281945	﻿The Project Gutenberg eBook of The Plays of Philip Massinger, Vol. I	1
20	12302	110.794546	﻿The Project Gutenberg eBook of All in It : K(1) Carries On	1
21	56208	107.268840	﻿The Project Gutenberg eBook of Philip Hale's Boston Symphony Programme Notes	1
22	21382	104.720782	﻿The Project Gutenberg eBook of Son Philip	1
23	35365	104.547603	﻿The Project Gutenberg eBook of Philip Massinger	1
24	44693	96.005484	﻿The Project Gutenberg eBook of The Adventure Girls at K Bar O	1
25	38475	91.288782	﻿The Project Gutenberg eBook of The Poems of Philip Freneau, Poet of the American Revolution. Volume 1 (of 3)	1
26	39909	91.288369	﻿The Project Gutenberg eBook of The Poems of Philip Freneau, Poet of the American Revolution. Volume 3 (of 3)	1
27	38529	91.275687	﻿The Project Gutenberg eBook of The Poems of Philip Freneau, Poet of the American Revolution. Volume 2 (of 3)	1
28	19554	90.000474	﻿The Project Gutenberg eBook of Dick Lionheart	1
29	31556	89.993072	﻿The Project Gutenberg eBook of Dick in the Desert	1
30	16969	89.907587	﻿The Project Gutenberg eBook of Dick and Brownie	1
31	53166	89.897034	﻿The Project Gutenberg eBook of Dick and Dolly	1
32	13168	89.878039	﻿The Project Gutenberg eBook of Dick in the Everglades	1
33	62304	89.851799	﻿The Project Gutenberg eBook of Black'erchief Dick	1
34	40044	88.750495	﻿The Project Gutenberg eBook of Journal and Letters of Philip Vickers Fithian: A Plantation Tutor of the Old Dominion, 1773-1774	1
35	32635	85.594839	﻿The Project Gutenberg eBook of The Diary of Philip Westerly	1
36	60776	85.487947	﻿The Project Gutenberg eBook of The Transformation of Philip Jettan	1
37	18171	85.456311	﻿The Project Gutenberg eBook of The Crucifixion of Philip Strong	1
38	50261	85.453175	﻿The Project Gutenberg eBook of Philip II. of Spain	1
39	39734	85.387254	﻿The Project Gutenberg eBook of The Life of Philip Melanchthon	1
40	55161	74.094482	﻿The Project Gutenberg eBook of The Madness of Philip, and Other Tales of Childhood	1
41	57476	74.061300	﻿The Project Gutenberg eBook of Philip: The Story of a Boy Violinist	1
42	57203	74.026291	﻿The Project Gutenberg eBook of Left to Themselves: Being the Ordeal of Philip and Gerald	1
43	29494	73.989028	﻿The Project Gutenberg eBook of King Philip	1
44	50462	73.958833	﻿The Project Gutenberg eBook of Philip Augustus; or, The Brothers in Arms	1
45	30670	73.851054	﻿The Project Gutenberg eBook of Mr. Chipfellow's Jackpot	1
46	58758	73.846921	﻿The Project Gutenberg eBook of First Stage: Moon	1
47	65729	73.840232	﻿The Project Gutenberg eBook of John Harper's Insight	1
48	64031	73.806854	﻿The Project Gutenberg eBook of Is That You Xeluchli?	1
49	34780	73.787018	﻿The Project Gutenberg eBook of Splores of a Halloween, Twenty Years Ago	1
