rank	doc_id	score	passage_preview	start_line
1	2	1.019369	﻿The Project Gutenberg eBook of The United States Bill of Rights	1
2	7566	0.869897	﻿The Project Gutenberg eBook of Quotes and Images From Memoirs of Marguerite de Valois	1
3	8283	0.806713	﻿The Project Gutenberg eBook of The World English Bible (WEB): Titus	1
4	41450	0.800539	﻿The Project Gutenberg eBook of The Project Gutenberg Collection of Works by Freethinkers	1
5	7562	0.789568	﻿The Project Gutenberg eBook of Quotes and Images From Memoirs of Madame De Montespan	1
6	7924	0.789345	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities: Second Series, Complete	1
7	7901	0.785428	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 01	1
8	7902	0.785428	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 02	1
9	7903	0.785428	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 03	1
10	7904	0.785428	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 04	1
11	7905	0.785428	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 05	1
12	7906	0.785428	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 06	1
13	7907	0.785428	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 07	1
14	7908	0.785428	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 08	1
15	7909	0.785428	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 09	1
16	7910	0.785428	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 10	1
17	7923	0.785428	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Series One	1
18	7911	0.781568	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 11	1
19	7912	0.781568	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 12	1
20	7913	0.781568	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 13	1
21	7914	0.781568	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 14	1
22	7915	0.781568	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 15	1
23	7916	0.781568	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 16	1
24	7917	0.781568	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 17	1
25	7918	0.781568	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 18	1
26	7919	0.781568	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 19	1
27	7920	0.781568	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 20	1
28	7921	0.781568	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 21	1
29	7922	0.781568	﻿The Project Gutenberg eBook of American Historical and Literary Curiosities, Part 22	1
30	7571	0.778963	﻿The Project Gutenberg eBook of Widger's Quotes and Images from Zilah by Jules Claretie	1
31	7578	0.778938	﻿The Project Gutenberg eBook of Widger's Quotes and Images from L'Abbe Constantin by Ludovic Halévy	1
32	8056	0.776648	﻿The Project Gutenberg eBook of The Bible, King James version, Book 56: Titus	1
33	8851	0.761356	﻿The Project Gutenberg eBook of Weymouth New Testament in Modern Speech, 2 John	1
34	36877	0.758650	﻿The Project Gutenberg eBook of Emerson Radio Model 39 Warranty Card	1
35	8852	0.751640	﻿The Project Gutenberg eBook of Weymouth New Testament in Modern Speech, 3 John	1
36	7558	0.745961	﻿The Project Gutenberg eBook of Quotes and Images From Memoirs of Marie Antoinette	1
37	7585	0.745364	﻿The Project Gutenberg eBook of Widger's Quotes and Images from A Woodland Queen by André Theuriet	1
38	7559	0.743009	﻿The Project Gutenberg eBook of Quotes and Images from Memoirs of the Court of St. Cloud	1
39	22755	0.740726	﻿The Project Gutenberg eBook of The Adventures of the Little Woman, Her Dog and the Pedlar	1
40	7577	0.740317	﻿The Project Gutenberg eBook of Widger's Quotes and Images from The Red Lily by Anatole France	1
41	29253	0.739782	﻿The Project Gutenberg eBook of The Girl Scouts: A Training School for Womanhood	1
42	7583	0.738498	﻿The Project Gutenberg eBook of Widger's Quotes and Images from Serge Panine by George Ohnet	1
43	7582	0.731962	﻿The Project Gutenberg eBook of Widger's Quotes and Images from The Confession of a Child of the Century by Alfred de Musset	1
44	68495	0.731711	﻿The Project Gutenberg eBook of Tea room business	1
45	57491	0.730939	﻿The Project Gutenberg eBook of Great Western Railway Instructions	1
46	8291	0.729328	﻿The Project Gutenberg eBook of The World English Bible (WEB): 3 John	1
47	23614	0.728399	﻿The Project Gutenberg eBook of Happy Days	1
48	8370	0.726064	﻿The Project Gutenberg eBook of The Bible, Douay-Rheims, Book 70: 2 John	1
49	8363	0.719784	﻿The Project Gutenberg eBook of The Bible, Douay-Rheims, Book 63: Titus	1
50	23594	0.719306	﻿The Project Gutenberg eBook of A Picture Book, for Little Children	1
51	27624	0.717682	﻿The Project Gutenberg eBook of How to Marry Well	1
52	7561	0.713960	﻿The Project Gutenberg eBook of Quotes and Images From Memoirs of Louis XV. and XVI	1
53	7580	0.713812	﻿The Project Gutenberg eBook of Widger's Quotes and Images from Conscience by Hector Malot	1
54	8844	0.712719	﻿The Project Gutenberg eBook of Weymouth New Testament in Modern Speech, Titus	1
55	6	0.712559	﻿The Project Gutenberg eBook of Give Me Liberty or Give Me Death	1
56	8	0.710941	﻿The Project Gutenberg eBook of Abraham Lincoln's Second Inaugural Address	1
57	60103	0.710732	﻿The Project Gutenberg eBook of What a Colored Man Should Do to Vote	1
