rank	doc_id	score	passage_preview	start_line
1	61708	0.000436	werden. Dornröschen. Nach den Vorstellungen mußte oft bis vier Uhr Morgens	2229
2	19716	0.000224	3. Dornröschen.	1920
3	62670	0.000204	Nr. 1. =Dornröschen=, gez. v. J. Diez, München	679
4	28100	0.000150	Ansicht entsprechen, beispielsweise unser allerliebstes Dornröschen.	2144
5	30038	0.000145	DORNRÖSCHEN	792
6	42900	0.000138	Dornröschen	106
7	35116	0.000109	little Dornröschen who had retired to her solitude, and was dreaming of	4524
8	35547	0.000099	willst, so mache ich das Dornröschen im Schloß, und du kommst mich	765
9	63465	0.000083	Das Dornröschen.	7438
10	22160	0.000074	{Section VII.} Musik, Dornröschen etc.......................... 143	211
11	31281	0.000067	88. Dornröschen.	4046
12	71976	0.000061	miterlebt haben? Es bestehen Pläne, auch dieses Dornröschen aus langem	449
13	40801	0.000054	elé: mintha a Dornröschen kastélya előtt állapodtak volna meg. Sehol,	289
14	65600	0.000045	Teich ein weltvergessenes Waldmärchen. Ein grünlockiges Dornröschen,	2629
15	45661	0.000045	Erfolg gefunden. Denn an die hundertjährigen Hecken, die das Dornröschen	333
16	27254	0.000043	der Tat, sie ist märchenhaft: ein Dornröschen, durch das reine Streben	96
17	39782	0.000041	Dornröschen, which in English we call The Sleeping Beauty, where the	775
18	46550	0.000038	Resultat anging, ebensogut vom Dornröschen hätten besetzt sein können,	398
19	50444	0.000036	ebensogut vor das schlafende Schloß der Prinzeß Dornröschen kommen	1309
20	66573	0.000035	von Dornröschen findet, die von Rosenduft und Morgentau zu leben glauben,	1576
21	30269	0.000035	ought not to be. They did not long believe in Dornröschen and	1483
22	69797	0.000034	aufgepflanzt, vornean der Lautenspieler, blond wie Dornröschen und das	602
23	70560	0.000032	Wein darum und legte mich mit geschlossenen Augen ins Gras. Dornröschen	1369
24	60684	0.000030	Dornröschen und dem Ritter Blaubart im dunklen Waldesgrund.	2485
25	60579	0.000029	gewesen, der so bekannte Weltmärchen wie »Dornröschen«, »Blaubart«,	3858
26	54738	0.000028	Elise, von uns das Dornröschen genannt, im Russischen übte.	4391
27	48127	0.000025	vom Dornröschen an, aber der böse Sandmann kam und streute so viel Sand	2045
28	50888	0.000025	liegen, bis endlich ein erwachsendes Dornröschen, eine junge, wenig	4849
29	68401	0.000024	farbige Vervielfältigung nach einer Originalzeichnung „Dornröschen	2220
30	61833	0.000024	Darstellungen aus dem Märchen (Dornröschen) und der Sage (Barbarossa)	3056
31	64466	0.000021	zurück. Die Mutter erzählte gerade die Geschichte vom Dornröschen, er	5653
32	51901	0.000021	mir den Weg zur Prinzeß Dornröschen gebahnt hatte -- war eine Lüge! Mit	5084
33	46204	0.000018	Erfolg gehabt. Denn an die hundertjährigen Hecken, die das Dornröschen von	1229
34	12012	0.000018	Kindermärchen vom Dornröschen wird hievon gesungen und gesagt. Denn wenn	1717
35	66391	0.000017	Schneewitschen, Der Rattenfänger von Hamlin, Dornröschen, and all the	3300
36	71774	0.000016	Dornröschen; Marienkind.	6630
37	15070	0.000016	Leben im Mutterschoß wie Dornröschen in den Hecken, bis ein einziger	408
38	31099	0.000015	when on stable duty, allowed Dornröschen to get caught in her chain.	1408
39	18947	0.000015	_Dornröschen_, or the Sleeping Beauty, there are twelve good fays;	6199
40	42286	0.000014	Dornröschen népe, s csak Viktor ketyegett, mint egy ócska falióra: a kis	10251
41	49395	0.000014	Frau Dornröschen. M. 3.--.	8263
