rank	doc_id	score	passage_preview	start_line
1	44995	47.580660	﻿The Project Gutenberg eBook of Dick & Fitzgerald Catalog (1866)	1
2	28554	46.763403	﻿The Project Gutenberg eBook of Beyond Lies the Wub	1
3	28698	46.514239	﻿The Project Gutenberg eBook of The Crystal Crypt	1
4	28767	46.450248	﻿The Project Gutenberg eBook of The Defenders	1
5	28644	46.191466	﻿The Project Gutenberg eBook of Beyond the Door	1
6	31516	45.813428	﻿The Project Gutenberg eBook of The Eyes Have It	1
7	40964	45.518815	﻿The Project Gutenberg eBook of Tony and the Beetles	1
8	29132	45.514031	﻿The Project Gutenberg eBook of The Gun	1
9	41562	45.483636	﻿The Project Gutenberg eBook of The Hanging Stranger	1
10	70242	45.359550	﻿The Project Gutenberg eBook of Prize ship	1
11	30255	45.296653	﻿The Project Gutenberg eBook of The Skull	1
12	32032	44.813878	﻿The Project Gutenberg eBook of Second Variety	1
13	32154	44.284986	﻿The Project Gutenberg eBook of The Variable Man	1
14	9931	43.627405	﻿The Project Gutenberg eBook of K	1
15	32522	43.339639	﻿The Project Gutenberg eBook of Mr. Spaceship	1
16	48440	42.979389	﻿The Project Gutenberg eBook of The Plays of Philip Massinger, Vol. I	1
17	32832	42.182757	﻿The Project Gutenberg eBook of Piper in the Woods	1
18	30431	40.996641	﻿The Project Gutenberg eBook of Calumet 'K'	1
19	18154	40.940480	"﻿The Project Gutenberg eBook of Calumet ""K"""	1
20	56208	38.785426	﻿The Project Gutenberg eBook of Philip Hale's Boston Symphony Programme Notes	1
21	12302	37.622766	﻿The Project Gutenberg eBook of All in It : K(1) Carries On	1
22	35365	36.869433	﻿The Project Gutenberg eBook of Philip Massinger	1
23	39909	36.041496	﻿The Project Gutenberg eBook of The Poems of Philip Freneau, Poet of the American Revolution. Volume 3 (of 3)	1
24	38475	35.970665	﻿The Project Gutenberg eBook of The Poems of Philip Freneau, Poet of the American Revolution. Volume 1 (of 3)	1
25	38529	35.766872	﻿The Project Gutenberg eBook of The Poems of Philip Freneau, Poet of the American Revolution. Volume 2 (of 3)	1
26	21382	35.377394	﻿The Project Gutenberg eBook of Son Philip	1
27	44693	34.764895	﻿The Project Gutenberg eBook of The Adventure Girls at K Bar O	1
28	55161	33.693890	﻿The Project Gutenberg eBook of The Madness of Philip, and Other Tales of Childhood	1
29	13168	33.522308	﻿The Project Gutenberg eBook of Dick in the Everglades	1
30	53166	33.518497	﻿The Project Gutenberg eBook of Dick and Dolly	1
31	19554	33.514750	﻿The Project Gutenberg eBook of Dick Lionheart	1
32	31556	33.512893	﻿The Project Gutenberg eBook of Dick in the Desert	1
33	16969	33.508901	﻿The Project Gutenberg eBook of Dick and Brownie	1
34	62304	33.502630	﻿The Project Gutenberg eBook of Black'erchief Dick	1
35	60776	32.207228	﻿The Project Gutenberg eBook of The Transformation of Philip Jettan	1
36	50261	32.206428	﻿The Project Gutenberg eBook of Philip II. of Spain	1
37	18171	32.204927	﻿The Project Gutenberg eBook of The Crucifixion of Philip Strong	1
38	40044	32.181636	﻿The Project Gutenberg eBook of Journal and Letters of Philip Vickers Fithian: A Plantation Tutor of the Old Dominion, 1773-1774	1
39	39734	32.143904	﻿The Project Gutenberg eBook of The Life of Philip Melanchthon	1
40	32635	31.915687	﻿The Project Gutenberg eBook of The Diary of Philip Westerly	1
41	2489	31.114543	﻿The Project Gutenberg eBook of Moby Dick; Or, The Whale	1
42	2701	31.106470	﻿The Project Gutenberg eBook of Moby Dick; Or, The Whale	1
43	50816	30.599493	﻿The Project Gutenberg eBook of Dick Kent with the Eskimos	1
44	48226	30.598814	﻿The Project Gutenberg eBook of Dick Donnelly of the Paratroops	1
45	56714	30.598368	﻿The Project Gutenberg eBook of Dick Lester of Kurrajong	1
46	54747	30.598283	﻿The Project Gutenberg eBook of Tom, Dick and Harriet	1
47	20119	30.595981	﻿The Project Gutenberg eBook of Ambrotox and Limping Dick	1
48	63499	30.590587	﻿The Project Gutenberg eBook of Dick and Larry: Freshmen	1
49	72111	30.589164	﻿The Project Gutenberg eBook of Dick's retriever	1
50	28351	30.569478	﻿The Project Gutenberg eBook of Dick and His Cat, and Other Tales	1
51	57476	29.602272	﻿The Project Gutenberg eBook of Philip: The Story of a Boy Violinist	1
52	57203	29.598479	﻿The Project Gutenberg eBook of Left to Themselves: Being the Ordeal of Philip and Gerald	1
53	50462	29.579012	﻿The Project Gutenberg eBook of Philip Augustus; or, The Brothers in Arms	1
54	29494	29.576805	﻿The Project Gutenberg eBook of King Philip	1
55	20992	29.514886	﻿The Project Gutenberg eBook of Tom, Dick and Harry	1
56	9150	29.426522	﻿The Project Gutenberg eBook of Dick Sands, the Boy Captain	1
57	12051	29.326544	﻿The Project Gutenberg eBook of Dick Sand: A Captain at Fifteen	1
58	53133	28.936965	﻿The Project Gutenberg eBook of The High Toby	1
59	50125	28.550497	﻿The Project Gutenberg eBook of The Court of Philip IV.: Spain in Decadence	1
60	50431	28.218475	﻿The Project Gutenberg eBook of Dick Kent with the Mounted Police	1
61	50505	28.217225	﻿The Project Gutenberg eBook of Dick Kent in the Far North	1
62	51848	28.215396	﻿The Project Gutenberg eBook of Dick Kent at Half-Way House	1
63	32537	28.214718	﻿The Project Gutenberg eBook of The Newsboy Partners; Or, Who Was Dick Box?	1
64	52207	28.214254	﻿The Project Gutenberg eBook of Dick Kent, Fur Trader	1
65	52385	28.213816	﻿The Project Gutenberg eBook of Dick Kent with the Malemute Mail	1
66	50275	28.210278	﻿The Project Gutenberg eBook of Dick Kent on Special Duty	1
67	38471	28.206925	﻿The Project Gutenberg eBook of Dick Randall, the Young Athlete	1
68	21455	28.055419	﻿The Project Gutenberg eBook of Dick Cheveley: His Adventures and Misadventures	1
69	21459	27.967729	﻿The Project Gutenberg eBook of Dick Onslow Among the Redskins	1
70	63820	27.775018	﻿The Project Gutenberg eBook of Company K, First Alabama Regiment; or, Three Years in the Confederate Service	1
71	21059	27.688037	﻿The Project Gutenberg eBook of The Adventures of Dick Maitland: A Tale of Unknown Africa	1
72	664	27.446967	﻿The Project Gutenberg eBook of The Gutenberg Webster's Unabridged Dictionary: Section I, J, K, and L	1
73	65080	27.109551	﻿The Project Gutenberg eBook of Dick Rodney; or, The Adventures of an Eton Boy	1
74	45626	26.877192	﻿The Project Gutenberg eBook of History of Company K of the 140th Regiment Pennsylvania Volunteers (1862-'65)	1
75	62411	26.524093	﻿The Project Gutenberg eBook of Dick Merriwell's Glory; Or, Friends and Foes	1
76	12877	26.438576	"﻿The Project Gutenberg eBook of The First Hundred Thousand: Being the Unofficial Chronicle of a Unit of ""K(1)"""	1
77	23541	26.413239	﻿The Project Gutenberg eBook of Dick, Marjorie and Fidge: A Search for the Wonderful Dodo	1
78	18981	26.231028	﻿The Project Gutenberg eBook of Dick the Bank Boy; Or, A Missing Fortune	1
79	71493	26.215723	﻿The Project Gutenberg eBook of Diligent Dick	1
80	40700	26.137542	﻿The Project Gutenberg eBook of Dandy Dick: A Play in Three Acts	1
81	4633	25.611166	﻿The Project Gutenberg eBook of Philip Steele of the Royal Northwest Mounted Police	1
82	28616	25.600262	﻿The Project Gutenberg eBook of Penshurst Castle in the Time of Sir Philip Sidney	1
83	6711	25.589147	﻿The Project Gutenberg eBook of Philip Dru: Administrator; A Story of Tomorrow, 1920-1935	1
84	48571	25.187961	﻿The Project Gutenberg eBook of Philip of Texas: A Story of Sheep Raising in Texas	1
85	21306	24.562617	﻿The Project Gutenberg eBook of Dick o' the Fens: A Tale of the Great East Swamp	1
86	41866	24.560600	﻿The Project Gutenberg eBook of Dick Merriwell's Trap; Or, The Chap Who Bungled	1
87	41827	24.553462	﻿The Project Gutenberg eBook of Dick Merriwell Abroad; Or, The Ban of the Terrible Ten	1
88	61174	24.550185	﻿The Project Gutenberg eBook of Dick Merriwell's Day; Or, Iron Nerve	1
89	21399	24.528901	﻿The Project Gutenberg eBook of Dick and His Cat	1
90	47012	24.449404	﻿The Project Gutenberg eBook of Dick Darling's Money; or, The Rise of an Office Boy; and Other Stories	1
91	28951	24.230196	﻿The Project Gutenberg eBook of Frontier service during the rebellion	1
92	57470	24.047222	﻿The Project Gutenberg eBook of Captured by Apes; or, How Philip Garland Became King of Apeland	1
93	54484	24.039325	﻿The Project Gutenberg eBook of Cardinal Pole; Or, The Days of Philip and Mary: An Historical Romance	1
94	64669	23.885904	﻿The Project Gutenberg eBook of Philip Rollo; or, the Scottish Musketeers, Vol. 1 (of 2)	1
95	64670	23.735483	﻿The Project Gutenberg eBook of Philip Rollo; or, the Scottish Musketeers, Vol. 2 (of 2)	1
96	5348	23.134505	﻿The Project Gutenberg eBook of Ragged Dick, Or, Street Life in New York with the Boot-Blacks	1
97	2065	23.130923	﻿The Project Gutenberg eBook of Dick Hamilton's Airship; Or, A Young Millionaire in the Clouds	1
98	12690	23.127693	﻿The Project Gutenberg eBook of The High School Pitcher; or, Dick & Co. on the Gridley Diamond	1
99	41879	23.126117	﻿The Project Gutenberg eBook of Dick Merriwell's Pranks; Or, Lively Times in the Orient	1
100	39800	23.124643	﻿The Project Gutenberg eBook of The Adventures of Dick Trevanion: A Story of Eighteen Hundred and Four	1
